
qstr_{reg1}.0|{reg1}.0
qstr_You_are_an_enemy_of_|Вы - враг моего королевства.
qstr_You_must_earn_my_tru|Вы должны заслужить мое доверие, если хотите нанимать людей на моей земле. Сейчас мы находимся в плохих отношениях.
qstr_Well_I_ve_come_to_kn|Что ж, я достаточно вам доверяю и буду рад распорядиться, что, если человек желает поступить к вам на службу, то будет волен это сделать, при условии, что он свободен от обязательств перед своим Лордом.
qstr_I_don_t_know_if_I_tr|Я недостаточно вам доверяю, чтобы позволить нанимать людей на моей земле и вести их в бой. Покажите мне, на что вы способны, а затем возвращайтесь и спросите снова.^^(Слава 150 или выше)
qstr_No._I_do_not_know_wh|Нет. Я не знаю, кто вы. Вы должны заслужить мое доверие, если хотите нанимать людей на моей земле.^^(Слава 150 или выше и отношения 5 или выше)
qstr_Unfortunately_I_have|К сожалению, у меня нет земельных наделов, где можно набирать новобранцев.
qstr_You_are_challenging_|Вы вызываете меня на поединок? Шут! Впрочем, как пожелаете, {playername}. Будет забавно раскроить вам череп.
qstr_{s16}_and_{s17}|{s16} и {s17}
qstr_Very_well_I_will_acc|Хорошо, я приму вас обратно в наши ряды, если вы готовы снова присягнуть на верность.
qstr_A_pardon_will_only_b|Мы даруем вам помилование, если вы готовы отказаться от {s17} в нашу пользу. Вы согласны с таким условием?
qstr_No._There_is_no_chan|Никогда! Никогда не бывать миру между нами!
qstr_I_may_be_able_to_hel|Возможно, я смогу помочь вам в этой деликатной ситуации. Есть ли у вас {reg7} шиллингов с собой?
qstr_I_have_heard_of_your|Я слышал о вашем жестоком обращении с моими подданными, {playername}. Уверен, что люди до сих пор помнят об этом...^^Но это все в прошлом, так что просто отдайте мне деньги. Мне послышались {reg7} шиллингов?
qstr_{playername}_your_tr|{playername}, в прошлом ваше обращение с моими подданными было отвратительным, но это война. Я готов помочь вам в этом вопросе. Отдайте мне тот кошель с {reg7} шиллингами, и я позабочусь об этом деле.
qstr_{playername}_we_all_|{playername}, мы все совершаем ошибки в нашей жизни, и, несмотря на то, что вы плохо обращались с моими подданными, я не держу обиды. Я помогу восстановить веру народа в вас, как в справедливого правителя. Позвольте мне взять тот кошель с {reg7} шиллингами, и я позабочусь об этом деле.
qstr_Rumor_has_it_that_{s|Ходят слухи, что {s35} просто взял деньги и даже не потрудился поговорить с людьми.
qstr_Rumor_has_it_that_{s3|Ходят слухи, что {s35} оставил деньги себе.
qstr_{s34}|{s34}
qstr_Your_efforts_to_brib|Вам не удалось подкупить местное население.
qstr_Our_marshal_{s1}|Наш Главнокомандующий, {s1}
qstr_We_are_not_at_war_wi|В настоящее время мы ни с кем не воюем.
qstr_go_on_the_offensive_|перейти в наступление.
qstr_act_to_defend_our_la|принять меры для защиты наших земель.
qstr_take_more_time_to_ga|необходимо больше времени, чтобы собрать армию.
qstr_You_promised_to_help|Вы обещали поддержку {s13} в его притязаниях на трон {s14}.
qstr_What_do_you_say_to_e|Что вы скажете о службе в качестве капитана наемников у {s9}? Без сомнений, вы подходите для этой задачи.
qstr_{s8}_asked_you_to_tr|{s8} просит вас выследить отряд лиходеев, разоривших его деревню {s9}.
qstr_{s9}_asked_you_to_ta|{s9} просит вас доставить послание {s13}. Во время получения этого задания {s13} находился в {s4}.
qstr_{s9}_asked_you_to_tak|{s9} просит вас доставить послание {s13} из {s15}. Во время получения этого задания {s13} находился в {s4}
qstr_{s11}_asked_you_to_e|{s11} просит вас сопроводить Епископа из {s22} в {s14}.
qstr_{s11}_asked_you_to_r|{s11} просит вас совершить налет на {s14}, возле {s34}, и привезти ему {reg33} шиллингов.
qstr_{s11}_asked_you_to_es|{s11} просит вас сопроводить его {s17} {s13} в {s14}.
qstr_{s13}_asked_you_to_d|{s13} просит вас разобраться с бандитами, захватившими {s15} и доложить о результатах.
qstr_{s9}_asked_you_to_ra|{s9} просит вас обучить {reg1} новобранцев до {s14} и привести их к нему.
qstr_{s9}_asked_you_to_co|{s9} просит вас собрать налоги с {s3}. Он предложил вам оставить себе пятую часть от собранных денег.
qstr_{s9}_asked_you_to_hu|{s9} просит вас выследить беглеца по имени {s4}. В последний раз его видели в {s3}
qstr_{s9}_asked_you_to_as|{s9} просит вас убить местного торговца из {s3}.
qstr_{s9}_has_asked_you_t|{s9} просит вас встретиться со шпионом в {s13}.
qstr_{s11}_asked_you_to_f|{s11} просит вас проследовать за шпионом, который скоро покинет {s12}. Будьте осторожны во время преследования, чтобы шпион не заметил слежки, иначе он может что-то заподозрить и повернуть назад. После того, как шпион встретится со своим нанимателем, вам следует организовать засаду, захватить их обоих и доставить к {s11}.
qstr_{s11}_asked_you_to_c|{s11} просит вас пленить любого Лорда из {s13} и доставить его к нему.
qstr_{s9}_asked_you_to_le|{s9} просит вас оставить с ним вашего спутника {s3} на неделю.
qstr_{s9}_asked_you_to_col|{s9} просит вас взыскать {reg4} шиллингов, которые {s3} должен ему. Во время получения этого задания {s3} находился в {s4}.
qstr_{s11}_gave_you_a_fak|{s11} дал вам фальшивое письмо для {s13}, изобличающее его вассала {s16}. Отправляйтесь к {s14}, отдайте письмо одному из своих {s15} и пошлите его в город гонцом, твердо уверенным в подлинности документа.
qstr_{s9}_has_requested_y|{s9} просит вас привести ему {reg1} пленных {s3}.
qstr_Lend_your_experience|Оставить своего опытного хирурга {s3} с {s1}.
qstr_Oh_Dear!_We_have_bee|О, дорогой! У нас мальчик!
qstr_Oh_Dear!_We_have_rec|О, дорогой! У нас девочка!
qstr_Oh_Dear!_Twins_are_b|О, дорогой! Нам даровали близнецов!
qstr_Oh_dear_{playername}|О, дорогой {playername}, я так устала. (Она улыбается вам). Будьте терпеливы, ваш наследник появится через девять месяцев.
qstr_I_m_thinking_of_a_na|Я думаю об имени ребенка. Если у нас будет мальчик, то его будут звать {playername}, но если у нас будет девочка, то она будет носить мое имя.
qstr_I_m_fine._I_will_not|Все в порядке. Я не буду обращать внимание на стёб наших слуг. Ребенок - не сын нашего свинопаса.
qstr_Time_flies_away_from|Время быстро летит во время войны, страха и суровых путешествий... Через девять месяцев у вас будет ребенок.
qstr_Then_take_it_with_my|Примите это вместе с моей вечной признательностью. Вы благородный человек. Я никогда не забуду, как вы помогли мне в трудную минуту.
qstr_Forgive_me_{playerna|Простите меня, {playername}, но я настаиваю, чтобы вы приняли это. Деньги мало значат для меня, а мой долг перед вами высок. Возьмите же, и не будем больше об этом.
qstr_{playername}_what_a_|{playername}, вы прекрасный человек, и я не позволю вам отказаться от награды. Мой долг перед вами выше, чем можно выразить словами, так возьмите эти деньги. Вы распорядитесь ими гораздо лучше, чем я.
qstr_I_know_you_re_at_war|Я знаю, вы в состоянии войны с его королевством, так что у вас могут быть проблемы с передачей послания ему, если, конечно, вас не покинула храбрость.
qstr_{s11}_asked_you_to_d|{s11} просит вас передать послание {s3}.
qstr_Oh_{playername}_my_h|O, {playername}, мой муж слишком занят делами королевства. Не могли бы вы привезти мне {s17}, {reg25} шт.?
qstr_Oh_{playername}_coul|O, {playername}, не могли бы вы оказать мне небольшую услугу? На днях я видела торговца, который распродавал у ворот свои товары. К сожалению, я не могу свободно тратить деньги. Не могли бы вы привезти мне {s17}, {reg25} шт.?
qstr_{s11}_asked_you_to_b|{s11} просит вас привезти ей {s17}, {reg25} шт.
qstr_Oh_{playername}_my_hu|O, {playername}, мой муж, {s15}, слишком занят делами королевства, и я хотела бы сделать ему сюрприз, организовав праздник в его честь. Не могли бы вы привезти мне {s17}, {reg25} бут., и 2 головки сыра?
qstr_Oh_{playername}_could|O, {playername}, не могли бы вы оказать мне небольшую услугу? У меня гостят несколько моих подруг, и я хотела бы организовать небольшой праздник в их честь. К сожалению, я не могу свободно тратить деньги. Не могли бы вы привезти мне {s17}, {reg25} бут., и 2 головки сыра?
qstr_{s11}_asked_you_to_br|{s11} просит вас привезти ей {s17}, {reg25} бут. и 2 куска сыра.
qstr_{s11}_asked_you_to_re|{s11} просит вас спасти ее {s17}, {s13}, томящегося в темнице {s14}, поменявшись с ним одеждой и оставшись там вместо него.
qstr_{s11}_asked_you_to_res|{s11} просит вас спасти ее {s17}, {s13}, томящегося в темнице {s14}.
qstr_{s11}_asked_you_to_de|{s11} просит вас доставить послание {s13}, который находится в заключении в {s14}.
qstr_You_agreed_to_challe|Вы согласились бросить вызов {s13} в защиту чести {s11}.
qstr_{s11}_asked_you_to_di|{s11} просит вас устранить ее 'призрачного' экс-любовника, который, предположительно, находится в {s33}.
qstr_{s5}__Persuasion_str|{s5} (сила убеждения: {reg5})
qstr_Persuasion_Attempt|Попытка убеждения
qstr_I_think_your_dilemma|Я думаю, что ваша дилемма может быть решена за {reg22} шиллингов.
qstr_Thank_you_for_the_wa|Благодарю за предупреждение. {reg22} шиллингов заставят меня все забыть.
qstr_Pay_{reg22}_peningas|Платите {reg22} шиллингов за ваше хамство, иначе...
qstr_{reg22}_peningas_is_|{reg22} шиллингов - цена моего молчания. В противном случае...
qstr_I_understand_you_wer|Я понимаю, что вы были вынуждены сделать это, но я имею право на компенсацию, и я думаю сумма в {reg22} шиллингов будет приемлема. Не бы хотелось на вас доносить, но у меня тоже нет выбора.
qstr_Prepare_to_die_you_i|Готовься к смерти, ты, наглый мошенник!
qstr_Ah_a_duel._Well_if_y|А, поединок. Ну, если вы настаиваете, {playername}, я окажу вам услугу.
qstr_Hmm_are_you_sure?_I_|Хм, вы уверены? Не думаю, что вы хотели бы окончательно погубить наши отношения...
qstr_Hmm_isn_t_this_all_a|Хмм, это немного необдуманно, не так ли? Может быть, мы могли бы решить эту проблему более достойным образом...
qstr_I_always_knew_{playe|Я всегда знал, {playername}, что у вас такие слабые моральные устои. Действительно, только самые подлые из подлых попытались бы опорочить и шантажировать кого-то, так явно превосходящего себя. Но, увы, каким бы серьезным ни было, оно вряд ли стоит того, чтобы отвечать на него.
qstr_{playername}_is_it_w|{playername}, разве это стоит того, чтобы вступать в схватку? Я признался, что был неправ, поступая таким образом. Что еще вам нужно?
qstr_I_can_pay_you_{reg22|Я могу заплатить вам {reg22} шиллингов за ваше беспокойство, но ни шиллингом больше!
qstr_Given_my_poor_financ|Учитывая мое плохое финансовое положение, я считаю, что {reg22} шиллингов будет достаточно за ваше беспокойство.
qstr_I_only_have_mere_{re|У меня всего лишь {reg22} шиллингов. Возьмите их и оставьте меня в покое.
qstr_I_have_no_money_to_p|У меня нет денег, чтобы заплатить вам.
qstr_Bless_you_{playernam|Благословляю вас, {playername}. Это великодушное решение, и я всегда буду помнить об этом.
qstr_This_is_not_only_an_|Это не только великодушное решение, но и признак вашей политической зрелости, {playername}.
qstr_Well_thank_you_{play|Благодарю вас, {playername}. Я, несомненно, ценю вашу доброту.
qstr_Maybe_I_was_wrong_ab|Возможно, я был неправ насчет вас, {playername}. Лишь время покажет.
qstr_Welcome_to_Maedelste|Добро пожаловать в Медельстэд, где чужестранцам рады - особенно, когда они приносят серебро.
qstr_My_mead_hall_is_the_|Мая таверна самая большая в городе. Добро пожаловать к нам!
qstr_Make_yourselves_comf|Устраивайтесь поудобнее. Я предоставлю вам кров и питье.
qstr_has_put_together_a_b|объявил награду за головы бандитов, которые разорили одну из его деревень.
qstr_This_is_not_that_sim|Это не так просто, но я могу попробовать. Думаю, 300 шиллингов будет достаточно. О какой королевстве вы говорите?
qstr_Aha_my_favorite_one.|Да, любимый. Думаю 150 шиллингов будет достаточно. К какому королевству принадлежит этот Лорд?
qstr_Doable_since_so_many|Выполнимо, так как большинство Лордов всегда готовы обнажить свои мечи. Думаю, 250 шиллингов будет достаточно. К какому королевству принадлежит первый Лорд?
qstr_You_get_an_elite_Sax|Вы получаете Элитный Саксонский Меч.
qstr_You_get_a_Long_Seax.|Вы получаете Кинжал.
qstr_You_get_a_beautiful_|Вы получаете Превосходный Длинный Топор.
qstr_You_get_a_great_long|Вы получаете Превосходный Длинный Лук.
qstr_You_get_an_expensive|Вы получаете Дорогую Кольчугу.
qstr_You_get_an_expensive_|Вы получаете Дорогую Кольчугу.
qstr_You_get_an_expensive_h|Вы получаете Дорогой Шлем.
qstr_A_villager_from_{s7}|Крестьянин из деревни {s7} умоляет вас избавить деревню от бандитов, устроивших там свое логово.
qstr_Hey_what_do_you_want|Эй, что вы хотите? Мы выпиваем.
qstr_Are_you_looking_for_|Ищите людей, готовых рисковать своей головой ради славы и богатства?
qstr_There_is_food_and_dr|Еда и питье для всех. Хотите присоединиться?
qstr_You_chose_well_{reg5|Вы сделали хороший выбор, {reg59?госпожа:господин}. Мои ребята знают, как держать свое слово и отрабатывать свою плату.
qstr_Well_done_{reg59?mad|Хорошо, {reg59?госпожа:господин}. Держите деньги и вино для нас, и ни один противник в мире не будет вам страшен.
qstr_We_are_at_your_servi|Мы к вашим услугам, {reg59?госпожа:господин}. Просто покажите, кого нужно поучить манерам, а остальное мы сделаем сами.
qstr_Oh..._well..._I_do_n|Ох... ну... я не знаю ... Похоже, я в порядке. (Флегматик)
qstr_Even_bad_dreams_spea|Даже плохие сновидения разговаривают с нами. Я люблю слушать. Есть вероятность что-то узнать. (Меланхолик)
qstr_Yes_I_had_a_nightmar|Да, мне приснился кошмар, но теперь я проснулся. Для меня имеет значение только то, что ждет впереди. (Холерик)
qstr_All_is_well._Believe|Все хорошо. Поверьте мне, это всего лишь дурацкий кошмар! (Сангвиник)
qstr_No_need_to_get_shy!_|Не нужно смущаться! В любом случае, это хорошо - видеть вас в добром здравии, друг.
qstr_I_prefer_not_to_drea|Я предпочитаю не видеть снов. Это наталкивает на многие воспоминания и устремления. Ну, это хорошо - видеть вас в добром здравии, друг.
qstr_Yes_we_are_finally_n|Да, в конце концов, мы почти во Фризии. Там, после всех этих дней, мы расстанемся, ибо мое путешествие продолжается в сторону Уэссекса. Это хорошо - видеть вас в добром здравии, друг.
qstr_I_agree_completely._|Я полностью согласен. К счастью, я, как правило, не помню своих сновидений, когда просыпаюсь. Ну, это хорошо - видеть вас в добром здравии, друг.
qstr___She_has_aged_sever|--Ей было несколько лет, когда у нее началась эта болезнь. Она такая хрупкая, что кажется, сломается, если дотронуться до нее. Это не та женщина, которую вы знали ранее, только смутное представление о ней, но она все еще ваша мать.--
qstr___She_smiles_and_look|--Она улыбается и смотрит на вас с любовью--
qstr___She_looks_past_you|--Она смотрит мимо вас--
qstr___She_opens_her_eyes|--Она открывает глаза и смотрит на вас. Ее руки дрожат--
qstr___She_shifts_her_gaz|--Она переводит взгляд на море и плачет.--
qstr___He_smiles_and_show|--Он улыбается и показывает вам на руль.--
qstr___He_stares_at_you_f|--Он мельком смотрит на вас, и затем хихикает.--
qstr___He_nods.__|--Он кивает головой.--
qstr___You_notice_his_han|--Вы замечаете, что его руки дрожат от волнения.--
qstr___Now_he_looks_scare|--Теперь он выглядит испуганным.--
qstr___He_scratches_his_b|--Он почесывает свою спину, а затем улыбается.--
qstr___He_touches_the_hil|--Он касается рукояти меча.--
qstr_After_traveling_for_|После путешествия в течении нескольких дней, вы прибыли в Дуарнене и встретились с астурийцами. Но, в то время, как вы пытались убедить их присоединиться к сыновьям Рагнара, Бодо принял командование и приказал атаковать ваш флот. Вы должны вернуться к своему флоту и сражаться!
qstr_After_traveling_for_s|После путешествия в течении нескольких дней, вы прибыли в Дуарнене и встретились с астурийцами. Вы разоблачили предателя Сило, но было слишком поздно. Датчане, вероятно, призванные Сило, появились и атакуют ваш флот. Вам нужно спешить, чтобы спасти своих людей!
qstr_The_priest_is_happy_|Священник доволен пожертвованием, но явно раздражен тем, что Вы пытаетесь откупиться от него. Возможно, пора оставить его в покое на некоторое время.
qstr_The_priest_is_happy_a|Священник доволен, что зашел разговор о пожертвовании, но явно раздражен тем, что вы пытаетесь откупиться от него. Возможно, пора оставить его в покое на некоторое время.
qstr_You_are_now_a_pagan_a|Сейчас вы - язычник, приверженец Одина и других скандинавских богов.
qstr___The_abbot_looks_yo|--Настоятель смотрит на вас с недоверием.--
qstr_Welcome_then._Listen|В таком случае, добро пожаловать. Послушайте меня: нам нужна ваша поддержка.
qstr_In_nomine_pater_the_|Во Имя Отца! Ярл оскорбляет нас, посылая язычника. Ладно, раз так, то он хочет на этом сыграть... Теперь, послушайте.
qstr_Then_welcome_{player|В таком случае, добро пожаловать, {playername}. Я объясню, что происходит.
qstr___The_abbot_after_ru|--Настоятель, порывшись в своих книгах, достает письмо и показывает вам.--
qstr___The_document_seems|--Документ представляется вполне правдоподобным, с хорошей каллиграфией, в котором сказано, что человек по имени Фретви отдает монастырю несколько участков земли. Он заверен несколькими свидетелями.--^^
qstr___You_look_at_the_te|--Вы смотрите на текст. Все очень хорошо, буквы красиво выровнены, но нет сопутствующих иллюстраций, вы ничего не понимаете.--^^
qstr_Note_1:_You_chose_to|Заметка 1: Вы решили отдать землю монастырю возле {s3}.
qstr_Note_1:_You_chose_no|Заметка 1: Вы решили не отдавать землю монастырю возле {s3}.
qstr___The_abbot_opens_hi|--Настоятель смотрит широко открытыми глазами.--
qstr_Note:_You_returned__|Заметка: Вы вернули 'Катах Колума Килле' в Глендалох.
qstr_The_abbot_of_Finian_t|Настоятель Финиана сказал вам, что Маэл Бресал, его покровитель, находится в городе {s3}, ожидая от вас известий о внуках Флахартаха.
qstr_So_you_re_{playernam|Так это вы {playername}? Я слышал о вас. Лично мне не нравятся рассказы о вашей греховности, но не я один принимал решение. Здесь 1000 шиллингов. Теперь послушайте...
qstr_So_you_re_{playername|Так это вы {playername}? Я слышал о вас. Вы тот, кто любит людей и относится к ним с добротой. Вы заслуживаете эту 1000 шиллингов. Теперь послушайте, у моего покровителя есть для вас задание...
qstr_So_you_re_{playername}|Так это вы {playername}? Не могу отрицать, что ваша репутация бежит впереди вас. Я слышал о вас от многих путешественников. Хорошо ли это или плохо, но вам, похоже, суждено оставить свой след в этом мире. Здесь 1000 шиллингов. Теперь послушайте, у моего покровителя есть для вас задание...
qstr_So_you_re_{playername}.|Так это вы {playername}? Я не много о вас знаю, да и особо не интересовался. Однако, мой покровитель дал мне список, в котором есть и ваше имя. Здесь 1000 шиллингов. Теперь послушайте, у моего покровителя есть для вас задание...
qstr_The_abbot_of_Finian_h|Настоятель Финиана просит вас отправиться в {s3} и убить человека по имени 'Змей'. Вы найдете его в таверне.
qstr_You_are_working_for_|Вы работаете на анонимного покровителя настоятеля Финиана.
qstr_The_abbot_of_Finian_ha|Настоятель Финиана просит вас отправиться в {s3} и узнать о местонахождении внуков Флахартаха у местного управителя по имени Доннгал.
qstr_The_abbot_of_Finian_has|Настоятель Финиана просит вас отправиться в {s3} и расследовать, что за зло, по словам рыбаков, нападает на них. Направляйтесь в деревню и ищите человека по имени Кайлех.
qstr_You_have_finished_th|Вы выполнили задания, данные вам настоятелем Финиана. Пора поговорить с Маэлом Бресалом, его покровителем, который ждет вас в городе {s3}.
qstr_You_need_to_learn_th|Вам нужно узнать о местонахождении Маэла Бресала, но настоятель Финиана отказывается назвать его вам. Может быть, вам следует вернуться с большим количеством серебра или же повысить вашу силу убеждения и запугивания.
qstr_The_abbot_of_Finian_to|Настоятель Финиана сказал вам, что Маэл Бресал прячется в Корнубии, в местечке, построенном для его матери, возле деревни {s3}.
qstr_The_abbot_of_{s3}_as|Настоятель из {s3} просит вас привезти ему {reg33} вязанок древесины.
qstr_Of_course_my_{reg59?|Конечно, {reg59?дочь моя:сын мой}. У нас имеется много вина.
qstr_We_have_some_wine_st|У нас еще есть немного вина.
qstr___A_huge_creature_is|--Огромное существо смотрит на вас сверху вниз, по-видимому, не испуганное ни вашим присутствием, ни вашим снаряжением.--
qstr___You_see_a_short_th|--Вы видите перед собой низкого, худого человека со странными чертами лица.--
qstr___The_Swedish_Viking|--Шведский Викинг, оценивая, осматривает вас с ног до головы.--
qstr___The_man_flattening|--Человек, разравнивающий пол ногами, неожиданно повернулся к вам, когда вы приблизились к нему. Сначала, он, похоже, удивился, но затем улыбнулся.--
qstr_I_was_just_leaving._|Я уже ухожу. (Флегматик)
qstr_I_think_we_are_both_|Я думаю, мы оба слишком стары для таких игр. (Меланхолик)
qstr_Heh_I_ve_played_game|Звучит интригующе. Жизнь без риска не так интересна. (Холерик)
qstr_Very_well_but_if_I_s|Хорошо, но, если я решу твою загадку, а твои ответы мне не понравятся, я заберу твою душу. (Сангвиник)
qstr_When_you_open_your_e|Когда вы вновь открываете свои глаза, то получаете благословение богов и богинь. Возможно, это всего лишь ваше воображение, но вы чувствуете себя более искусным в обращении с оружием.
qstr_When_you_open_your_ey|Когда вы вновь открываете свои глаза, то получаете благословение богов и богинь. Возможно, это всего лишь ваше воображение, но вы чувствуете себя более привлекательным.
qstr_When_you_open_your_eye|Когда вы вновь открываете свои глаза, то получаете благословение богов и богинь. Возможно, это всего лишь ваше воображение, но вы чувствуете себя более сильным.
qstr_When_you_open_your_eyes|Когда вы вновь открываете свои глаза, то получаете благословение богов и богинь. Возможно, это всего лишь ваше воображение, но вы чувствуете себя более умным.
qstr_When_you_open_your_eyes_|Когда вы вновь открываете свои глаза, то получаете благословение богов и богинь. Возможно, это всего лишь ваше воображение, но вы чувствуете себя более ловким.
qstr_You_open_your_eyes_a|Вы вновь открываете свои глаза, но ничего не происходит. Боги не принимают вашу жертву.
qstr_An_old_Roman_at_{s3}|Старый Римлянин из {s3} просит вас привезти ему 8 мешков пшеницы.
qstr_I_have_a_good_load_o|У меня есть в наличии хорошая партия минералов.
qstr_I_have_loads_of_both|У меня есть в наличии партии минералов и камня.
qstr_I_have_a_good_load_of|У меня есть в наличии хорошая партия камня.
qstr_I_have_some_soapston|У меня есть в наличии немного мыльного камня.
qstr_I_have_loads_of_salt|У меня сегодня полно соли.
qstr_Come_with_me._I_ll_s|Пойдемте со мной. Я покажу вам, что у нас есть.
qstr_I_have_some_salt.|У меня есть немного соли.
qstr_I_have_plenty_of_tim|У меня сегодня полно древесины.
qstr_I_have_some_timber_a|У меня есть немного древесины.
qstr_I_have_nice_cows_hug|У меня есть хорошие коровы, огромные и толстые, готовые к продаже в городе. Я был бы рад продать их прямо сейчас.
qstr_I_have_raw_materials|У меня есть как сырье, так и изделия.
qstr_I_have_a_few_food_it|У меня есть продукты питания на продажу.
qstr_I_am_the_reeve_of_th|Я -- управитель {s9}. Руковожу здесь делами от вашего имени, {reg59?госпожа:господин}.
qstr_I_am_the_reeve_of_the|Я -- управитель {s9}. Руковожу здесь делами от имени своего Лорда.
qstr_Your_highness|Ваше Высочество
qstr_May_I_remind_you_tha|Разрешите напомнить, что население платит вам нормальные налоги.
qstr_May_I_remind_you_that|Разрешите напомнить, что население платит вам низкие налоги. За это они вам особенно благодарны.
qstr_May_I_remind_you_that_|Разрешите напомнить, что население платит вам высокие налоги. Вас проклинают на каждом углу и у каждого торгового прилавка.
qstr_Donngal_mayor_of_{s3|Доннгал, управитель из {s3}, просит, чтобы вы улучшили отношения с его городом, прежде чем выдать вам информацию о внуках Флахартаха. Вы должны поднять отношения выше 10 пунктов.
qstr_Donngal_told_you_tha|Доннгал сказал вам, что внуки Флахартаха находятся на ферме возле {s3}. Пора вернуться с этим известием к настоятелю и получить свое вознаграждение.
qstr_The_children_who_wil|Дети, которых найдут на ферме, будут рабами. Доннгал спрячет настоящих внуков Флахартаха в другом месте.
qstr_Note_1:_You_chose_to_|Заметка 1: Вы решили убить внуков Флахартаха.
qstr_Note_1:_You_chose_to_s|Заметка 1: Вы решили спасти внуков Флахартаха. Взамен вы пожертвовали жизнями детей рабов.
qstr_Dongall_will_remove_|Доннгал заберет детей Флахартаха с фермы возле крепости Динас Бран, поэтому, когда прибудут убийцы, они никого не найдут. Вполне возможно, что из-за этого вы вступите в конфликт с высшей властью в Ирландии, но вы готовы пойти на такой риск.
qstr_Note_1:_You_chose_to_sa|Заметка 1: Вы решили спасти внуков Флахартаха.
qstr__May_I_remind_you_th| Разрешите напомнить, что население платит вам нормальные налоги.
qstr__May_I_remind_you_tha| Разрешите напомнить, что население платит вам низкие налоги. За это они вам особенно благодарны.
qstr__May_I_remind_you_that| Разрешите напомнить, что население платит вам высокие налоги. Вас проклинают на каждом углу и у каждого торгового прилавка.
qstr_The_mayor_of_{s13}_h|Управитель из {s13} просит вас разобраться с грабителями, промышляющими в округе.
qstr_{s9}_of_{s3}_asked_y|{s9} из {s3} просит вас доставить {s6}, {reg5} партий, в таверну города {s4} за 7 дней.
qstr_Escort_the_merchant_|Сопроводить торговый караван до города {s8}.
qstr_Merchant_{s9}_of_{s4|Торговец {s9} из города {s4} просит вас разобраться с беспокоящими его бандитами, промышляющими в окрестностях города.
qstr_The_mayor_of_{s4}_ga|Управитель города {s4} передал вам {reg12} шиллингов для уплаты выкупа бандитам, похитившим девушку. Вы должны встретиться с ними возле {s3} для передачи выкупа. После этого необходимо привезти девушку обратно в {s4}.
qstr_The_mayor_of_{s4}_pr|Управитель города {s4} не пожалеет для вас {reg12} шиллингов, если вы удостоверитесь, что {s12} и {s13} не угрожают мирному соглашению между {s15} и {s14}. Для этого вам придется либо уговорить их, либо захватить в плен и удерживать до тех пор, пока не будет заключен мир.
qstr_The_mayor_of_{s14}_h|Управитель города {s14} просит вас разобраться с группой бандитов, терроризирующих улицы города. Бандиты появляются только по ночам и нападают на одиноких прохожих.
qstr_The_mayor_of_{s10}_a|Управитель города {s10} просит вас перегнать скот в {s13}. Вы получите {reg8} шиллингов за хлопоты.
qstr_Yes_{playername}_I_h|Да, {playername}, у меня есть деликатное задание для вас. Я был владельцем чудесного музыкального инструмента, {s13}, который был создан одним из величайших мастеров прошлого, {s50} из... Ну, на самом деле я не знаю откуда он был родом. Несмотря на это, похоже, что он был украден местным стражником. Он скрылся и никто не может его найти. Вероятней всего, он затаился в одной из близлежащих деревень. Разумеется, вы получите вознаграждение за свои труды, {reg33} шиллингов, если сможете вернуть мой музыкальный инструмент. 
qstr_{s10}^{s11}|{s10}^{s11}
qstr_The_{s9}_of_{s3}_ask|{s9} из {s3} просит вас вернуть ему украденную вещь -- {s13}.^^Осмотреть поселения:^{s10}
qstr_Yes_{playername}_one|Да, {playername}, один из местных торговцев стремится расширить свое дело, и для этого ему необходим камень. К сожалению, из-за сражений вокруг, бандитов и всего прочего, он не смог достать камень по приемлемой цене. Возможно, вы сможете достать камень на ближайшей каменоломне, партий эдак {reg33}?
qstr_Yes_{playername}_one_|Да, {playername}, у одного из местных торговцев очень вырос спрос на соль за последнее время, и она стала заканчиваться. К сожалению, из-за сражений вокруг, бандитов и всего прочего, он не смог достать соль по приемлемой цене. Возможно, вы сможете достать соли на ближайшей солеварне, партий эдак {reg33}?
qstr_{s9}_of_{s3}_asked_yo|{s9} из {s3} просит вас привезти {s33}, партий эдак {reg33}.
qstr___His_eyes_widen.__|--Его глаза расширились.--
qstr_He_has_killed_many_p|Он погубил много народу, а также убил и мою мать. Я должен его найти! (Флегматик)
qstr_I_know_but_he_must_d|Я знаю, но он должен умереть! Он - мой смертельный враг! Где Свен, Тонкрик? (Меланхолик)
qstr_Sven_had_the_audacit|Свен имел наглость напасть на мой корабль. Он дорого заплатит! Где он? (Холерик)
qstr_Sven_is_my_goal_now.|Моя цель сейчас - это Свен. Всякий, кто встанет на моем пути, станет моим врагом! Где Свен? (Сангвиник)
qstr___He_looks_frightene|--Он выглядит испуганным.--
qstr_Note_1:_Doccinga_fis|Заметка 1: Рыбаки из деревни Доккинга вытащили вас из моря. Похоже, вы - единственный выживший. Свен напал на ваш корабль.
