str_you_need_more_men_sir_my_lady|Слушайте, вам нужно больше людей: у вас сейчас только {reg0}. Если вы нападете на разбойников слишком слабыми силами, вас просто зарежут, вы и пикнуть не успеете. Не стоит так рисковать. Походите по деревням и найдите еще кого-нибудь, а потом уже будете сражаться с разбойниками. 
str_good_you_have_enough_men|Очень, очень хорошо. Людей у вас предостаточно. А теперь - проучите этих разбойников так, чтобы они сами вам все рассказали про свое логово. 
str_do_not_waste_time_go_and_learn_where_my_brother_is|Очень вас прошу, {господин/госпожа}, не тратьте время попусту. Идите-ка лучше спасать моего брата. 
str_start_up_quest_message_1|{s9} говорит, что все ответы на вопросы я найду в поселении {s1}. Мне нужно поговорить со старейшиной, по имени Тонкрик.
str_start_up_quest_message_2|Тонкрик поведал мне, что Ярл из Кеннемера может знать где Свен Бычья Шея. Это поселение недалеко от Доккинги.
str_start_up_quest_message_3|Спасите брата купца из бандитского логова, которое находится недалеко от {s9}. 
str_start_up_first_quest|Вы получили ваше первое задание. Чтобы просмотреть журнал заданий, вы можете нажать клавишу Q в любой момент игры.^^Чтобы покинуть это место или любое другое нажмите клавишу Tab.
str_reason_1|Наша текущая цель имеет большую ценность.
str_reason_2|Нападение на {s8} создает большую опасность для нашего государства.
str_reason_3|Мы полагаем, что {s8} угрожает куда большая опасность.
str_reason_4|Это может быть из-за размера вражеских сил в области.
str_reason_5|Я не могу сказать с уверенностью. 
str_reason_6|Мы не знаем, несколько хорошо это место защищено.
str_reason_7|Мы полагаем, что это место очень хорошо защищено.
str_reason_8|Мы полагаем, что это место неплохо защищено.
str_reason_9|Мы полагаем, что это место защищено скверно. 
str_has_decided_that_an_attack_on_|решает, что атаковать крепость
str_this_would_be_better_worth_the_effort|Это скорее стоит усилий, принимая во внимание ценность, расстояние и возможное количество обороняющихся.
str_has_decided_to_defend_|решает оборонять крепость
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshal_choosed_defending_s4|Прежде чем наступать, мы должны защитить свои земли перед лицом возможной угрозы. По этой причине маршал решает оборонять {s4}.
str_are_you_all_right|А, вы очнулись! Хорошо, что вы уже на ногах. Вам очень повезло, {reg59?страница:иноземец}. Бог не покинул вас, ведь когда вас привезли сюда, вы скорее были мертвы, чем живы.
str_you_are_awake|А, вы очнулись! Хорошо, что вы уже на ногах. Вам очень повезло, {reg59?страница:иноземец}. Бог не покинул вас, ведь когда вас привезли сюда, вы скорее были мертвы, чем живы.
str_save_town_from_bandits|Спасите {s9} от разбойников.
str_you_fought_well_at_town_fight_survived|Ха! Отличная работа! Вы достали по крайней мере троих. Продолжайте в том же духе, и вы станете великолепным бойцом.
str_you_fought_normal_at_town_fight_survived|А вы молодец! Говорят, вы достали одного или двоих мерзавцев - и все еще живы! При таком раскладе вам просто повезло. 
str_you_fought_bad_at_town_fight_survived|Ну что же, враги бежали, а вы остались на ногах. Это самое важное в любом бою.
str_you_fought_well_at_town_fight|А-а, вот вы и очнулись. Вас здорово ударили, но у меня есть и хорошие новости - мы победили. Кстати, вы здорово сражались. Не будь вас, нам бы пришлось туго. Я очень вам признателен. 
str_you_wounded_at_town_fight|О! Вы живы! Благодарение небесам. Вас крепко огрели по голове. Не уверен, что вы сами сумели кого-то достать, зато с вашей помощью мы их победили. Теперь осталось вас подлечить как следует...
str_you_fought_well_at_town_fight_survived_answer|Пусть злодеи трепещут!
str_you_fought_normal_at_town_fight_survived_answer|А-а, приятно, что мне удалось вам помочь. 
str_you_fought_bad_at_town_fight_survived_answer|Представляете - только я замахиваюсь, чтобы ударить одного мерзавца, как тут же поскальзываюсь в луже крови...
str_you_fought_well_at_town_fight_answer|А-а. За правое дело и по голове схлопотать не жалко.
str_you_wounded_at_town_fight_answer|Точно. Думаю, мне нужно быть осторожнее.
str_unfortunately_reg0_civilians_wounded_during_fight_more| К сожалению, несколько моих парней были ранены. Пойду их проведаю.
str_unfortunately_reg0_civilians_wounded_during_fight| К сожалению, одному моему парню крепко досталось. Пойду его проведаю.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Так что никто из наших не пострадал, и это хорошо. 
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|Вы выходите из дома и отправляетесь бродить по улицам. Почти на каждом углу вы замечаете нервных молодых людей, от них веет смесью страха, нетерпения и гордости. Похоже, под одеждой у них спрятаны кинжалы и дубинки. Молясь, чтобы ваших врагов не спугнули эти недотепы, вы еще раз проверяете оружие и готовитесь начать бой. 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|Несколько уцелевших разбойников разбегаются по узким проулкам города, и их тут же хватают горожане. Убедившись в том, что победа осталась за вами, и позаботившись о раненых, вы вместе с торговцем отправляетесь к нему домой обсуждать события прошедшего дня. 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|От последнего удара вы падаете на землю, не в силах пошевелиться и стараясь не потерять сознание. Очень скоро звуки боя сменяются радостными возгласами, и вы понимаете, что сегодня победа на вашей стороне. Когда кто-то осторожно поднимает вас с земли, вы наконец проваливаетесь в глухую темноту. Через несколько часов вы приходите в себя в доме торговца. 
str_seabattle_tutorial|Вы капитан корабля! Дайте команды:^>клавиша backspace вход в тактический режим^>однократное нажатие клавиши "вверх" приводит к движению корабля вперед, двойное (второе) нажатие "вверх" повышает скорость^>"налево" или "направо" заставляет команду поворачивать в соответствующую сторону^>клавиша enter поднять/отпустить парус^>само движение корабля реализовано инертным способом (клавиши не требуется удерживать)^^В правом верхнем углу вы сможете посмотреть последнюю данную команду и информацию о корабле.
str_bodo_animos|Бодо кричит, '{playername}! Сражайтесь! Я еще с вами!'.
str_journey_to_reyvadin|Вы добрались до Кентербурга, что в землях восточных англов. Когда вы проходите по улицам, вы видите, что люди очень подозрительные и нервные, многие держат руки на рукоятях мечей... ^^Живущими здесь англами правит конунг Аннан Энинг. Люди страдают от постоянных нападений и грабежей воинов Мерсии, которые считают эту землю своей. Аннан Энинг - христианин, хороший христианин, но он видел, что его братья умирают от мечей мерсийского правителя Пенды, что вызывает у него желание мстить....
str_journey_to_praven|Ваши пути приводят вас на холодный Север. Эта страна, известная как Альт Клут, страна снега и лесов. Страна населена бриттами, сильными и жесткими людьми, одинаково хорошо владеющими и плугом и копьём...  ^^Правит эти землями ри Били мап Неитон, хотя ему уже и 50, но он также силён и мужествен, как и в молодости.
str_journey_to_jelkala|Добро пожаловать в Клохер, в зеленые земли Ирландии. Вы находитесь в Аргиалле, государстве выкованном мечом и огнём из земель Улаида, молодыми правителями назваными тремя Коллами. Страна погрязла в постоянных междоусобицах с землями Улаида.^^Страной правит рирэ Мейл Огар Кэйх, человек высокомерный и агрессивный, только его воинственность и безжалостность к врагу держат эту страну на плаву, но что же будет когда он умрёт..?
str_journey_to_sargoth|Вы добираетесь до Кентербурга, земель Кантваре, где правит конунг Эдбальд Этельбертинг- Правитель носившей звание Бретвальда, которое отнял у него правитель севера Освольд из Бернации. Эдбальд Этельбертинг - влиятельный и сильный человек имеющий связи и поддержку великих людей Британии и даже франков. Земли эти мирные и богатые, это подходящие место, что бы обосноваться завести семью и коротать свой век...
str_journey_to_tulga|Вы прибыли на корабле в Гвинед в его столицу Дин Гонуи, в сторону чьи горы омывает бурное море. Страна всё ещё оплакивает своего великого правителя Кодвалона- воина, умершего два года назад. Он оставил сына, Кадваладра, но он ещё ребёнок и страной управляет ри Кадваил Кадомед мап Кинведд надеясь привести страну к былому величию и славе.
str_journey_to_shariz|Вы находитесь в Дун Эсгах - сильнейшем городе Мума , что на юге Ирландии. Это богатая земля, изобилующая лесами и реками полными рыбой. Это могло быть прекрасное место, чтобы жить, но Ирландия - земля войны, где кланы воюют друг с другом из-за земли, женщин и пищи ^^Мума правит рирэ Фельве Фланн мак Адо честолюбивый захватчик претендующий на земли Лагина.
str_lost_tavern_duel_ordinary|Последний удар пьянчуги сражает вас наповал: вы медленно сползаете на пол. Кажется, нападавший немедленно успокаивается: он опускается на стул неподалеку от вас и почти с сожалением что-то бормочет. Посетители с трудом ставят его на ноги и выпроваживают за дверь. Кто-то склоняется над вами и осматривает ваши раны. Вскоре вы снова на ногах. Вас покачивает, но вы живы - и это хорошо.
str_lost_tavern_duel_assassin|Последний удар сражает вас наповал. Медленно и целеустремленно ваш противник направляется к вам, доставая из-под одежды длинный нож. Но прежде чем он наносит удар, трактирщик выпрыгивает из-за стойки, успевает ударить его и отвести нож. Потеряв шанс убить вас, ваш противник вскакивает на ноги и бросается к двери. Тем временем посетители трактира перевязывают ваши раны и переносят вас в заднюю комнату, где вы можете прийти в себя.
str_lost_startup_hideout_attack|Вы приходите в себя довольно быстро и видите, что похитители отпраздновали победу, откупорив бочку вина, и совершенно позабыли о любой осторожности: они даже не связали вас. Вам удается ускользнуть из пещеры. Судя по звукам, которые доносятся до вас из убежища, вы понимаете, что еще успеете набрать еще людей и повторить нападение. 
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|Поскольку вы больше не управляете независимыми землями, вы больше не имеете столицы и двора.
str_rents_from_s0|Рента от {s0}:
str_tariffs_from_s0|Пошлины с {s0}:
str_general_quarrel| Мы оказались на противоположной стороне, много споров было за эти годы, и враждебность росла между нами.
str_the_steppes|поле
str_the_deserts|горы
str_the_tundra|кустарник
str_the_forests|лес
str_the_highlands|холмы
str_the_coast|побережье
str_my_lady_not_sufficient_chemistry|Моя леди, есть другие девы, которые захватили мое сердце.
str_my_lady_engaged_to_another|Моя леди, я так понимаю, что вы влюблены в другого.
str_attempting_to_rejoin_party|попытка воссоединиться с отрядом.
str_separated_from_party|отделенный от отряда.
str_whereabouts_unknown|местонахождение неизвестно.
str_leading_party|Глава отряда
str_court_disbanded|Так у вас больше нет независимого государства, ваш двор потерян.
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| Я не сопровождаю командующего, потому что подозреваю, что наш правитель вскоре назначит другого на эту должность.
str_persuasion_opportunity|Возможность использования убеждения. ^ Уровень отношений необходимый для автоматического успеха: {reg4} ^ Текущие отношения: {reg5} ^ Вероятность успеха: {reg7}^ Вероятность потери {reg9} очков отношения: {reg8}
str_marshal_warning|Вы не последовали за {s1}. Тем не менее вы не получите наказание.
str_follow_army_quest_brief_2| Дело сделано. Вы можете следовать за армией {s9}, если хотите получить дальнейшие поручения.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| Я рад вас видеть. Надеюсь, что вам повезло в ваших странствиях и удалось прославить свое имя.
str_minister_advice_select_fief| Могу ли я предполагать, что {s4} был выбран вами, поскольку знать спорила о том, кого вы хотите назначить.
str_minister_advice_select_fief_wait| Могу ли я предполагать, что вы ждете, пока не выбрали командующего, поскольку это даст время подданным, для того чтобы решить, кого они желают поддержать.
str_minister_advice_fief_leading_vassal| {s4}, между прочим, уже получил поддержку {reg4} ваших подданных.
str_unassigned_center| (неназначенный)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} поскольку вы - правитель своего государства, вы должны знать, что это нападение будет объявлением войны.
str_missing_after_battle|Пропали после битвы
str_retrieve_garrison_warning| (Войска не могут уйти)
str_s12s15_declared_war_to_control_calradia|{s12}{s15} могут напасть на {s16} без повода, и у их будет шанс захватить всю Британию и Ирландию.
str_offer_gift_description| улучшить мое положение, предлагая подарок.
str_resolve_dispute_description| улучшить мое положение путем урегулирования спора.
str_feast_wedding_opportunity| Если невеста и ее семья присутствуют, то это может стать возможностью для вас отпраздновать свадьбу.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. {s8} объявляет войну -- это маленький шаг к тотальному завоеванию Британии и Ирландии.
str_master_vinter|Винодел
str_s54_has_left_the_realm|{s54} ушел из области.
str_enterprise_s5_at_s0|Чистые поступления из {s5} в {s0}
str_bread_site|мельница
str_ale_site|пивоварня
str_tar_kiln|смолокурня
str_wine_cellar|винный погреб, где хранят вина поставляемые из Франкии.
str_tool_site|кузница
str_leather_site|сыромятня
str_linen_site|льняная мастерская
str_wool_cloth_site|шерстяная мастерская
str_velvet_site|красильня
str_under_sequestration|Под арестом
str_describe_secondary_input| В дополнение вы должны купить {s11} за {reg10} пенни.
str_profit|прибыль
str_loss|убыток
str_server_name_s0|Сервер: {s0}
str_map_name_s0|Карта: {s0}
str_game_type_s0|Тип игры: {s0}
str_remaining_time_s0reg0_s1reg1|Оставшееся время: {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|Вы {reg59?леди:лорд}  ({s18}).^{s19}
str_you_are_king_queen_of_s8_s9|Вы {reg59?правительница:правитель}  {s18}.^{s19}
str_you_are_a_lord_lady_of_s18_s19|Вы {reg59?леди:лорд}  ({s18}).^{s19}
str_you_are_king_queen_of_s18_s19|Вы {reg59?правительница:правитель}  {s18}.^{s19}
str_for_s4| для (s4)
str_cancel_fiancee_quest| Все вопросы решены, у меня больше нет для вас подходящих заданий.
str_a_duel_request_is_sent_to_s0|Вызов на поединок {s0}.
str_s0_offers_a_duel_with_you|{s0} вызывает вас на поединок.
str_your_duel_with_s0_is_cancelled|Ваш поединок с {s0} отменен.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|поединок между вами и {s0} начнется через 3 секунды.
str_you_have_lost_a_duel|Вы проиграли поединок.
str_you_have_won_a_duel|Вы победили в схватке!
str_server_s0|[Сервер]: {s0}
str_disallow_ranged_weapons|Запретить оружие дальнего боя
str_ranged_weapons_are_disallowed|Оружие дальнего боя запрещено.
str_ranged_weapons_are_allowed|Оружие дальнего боя разрешено.
str_duel_starts_in_reg0_seconds|поединок начнется через {reg0} сек.
str_circunvalation_none|>>Поселение не окружено и может получать подкрепления и провиант.
str_water_poison_im|Ваши люди могли бы бросить мертвых крыс в колодцы, явно в поселении поубавиться жителей и воинов в гарнизоне.
str_cattle_kill_im|Ваши люди могли бы забрать скот в ближайших деревнях, что уменьшит их запасы продовольствия.^^ Кроме того, это ударит по престижу и доходу лорда этой деревни.
str_people_morale_im|Ваши люди могли бы подорвать боевой дух защитников, внести разлад в их ряды, оставляя каждую ночь трупы жителей на площади, также это может привести к появлению перебежчиков.
str_food_burn_im|Ваши люди могли бы сжечь их амбары, что приведет к уничтожению их продовольственных припасов.
str_give_order|Так что прикажете
str_no_money|Вам не хватает денег!
str_hold|Бросить якорь здесь...!
str_skirmish|Перестрелка с врагом!
str_board|Занять вражеское судно!
str_numberofships|{reg60}
str_retreat_in_face_of_enemy|Вы медлите, отходите и выжидаете выбирая лучшее решение ^Ваши воины ворчат^И даже называют трусом, когда они думают, что вы не можете услышать их.
str_retreat_from_fortress|Вы приказываете своим войскам отступить ^Отступить в недосягаемость вражеских стрел, а враги в это время рушат осадные сооружения ^Ваши люди расстроены тем, что все усилия на подготовку потрачены впустую.
str_retreat_not_dead|Вы отступаете пока ситуация не стала безнадёжной ^Ваши войска терпят поражение, ваши воины недовольны, они в открытую высказывают недовольство вашим командованием. Вы принимаете меры чтобы поставить их на место.
str_s7_scouts|Пиктские разведчики
str_s7_foragers|Отряд фуражиров
str_s7_northern_picts|Налётчики пикты
str_raise_relation_with_village_tavern_built|Сельские жители {s1} счастливы! Здание таверны улучшило их отношение к вам
str_the_sun_rises|Рассвет
str_the_sun_sets|Закат
str_it_is_noon|Полдень
str_it_is_midnight|Полночь
str_iniau_the_banished|Человек, известный под именем Иниау, оскорбил правителя ри Ройд мап Рун. Он служил в отряде господина и был очень умелым воином. Ри Ройд мап Рун хочет что бы вы нашли его, убили и принесли как доказательство его рог. Скорее всего он скрывается в Ллан Хеледд.
str_busse|Буссе
str_skeid|Скей
str_karvi|Карви
str_snekkja|Шнека
str_knorr|Кнорр
str_byrding|Бурдинг
str_ship_wood_1|Дуб
str_ship_wood_2|Сосна
str_ship_wood_3|Ясень
str_ship_name_1|Тиран
str_ship_name_2|Мелкий змей 
str_ship_name_3|Большой змей 
str_ship_name_4|Бизон
str_ship_name_5|Охотник
str_ship_name_6|Морской волк 
str_ship_name_7|Великая пятница
str_ship_name_8|Южанин 
str_ship_name_9|Грозный бобер 
str_ship_name_10|Черный ворон
str_ship_name_11|Победа
str_ship_name_12|Гроза морей
str_ship_name_13|Дракон
str_ship_name_14|Веселый мельник
str_ship_name_15|Невинный
str_ship_name_16|Летящий шмель
str_ship_name_17|Разящий ворон 
str_ship_name_18|Нежданный гость 
str_ship_name_19|Гром
str_ship_name_20|Свальбард
str_ship_name_21|Ураган
str_ship_name_22|Небесная звезда
str_ship_name_23|Бегущая лань
str_ship_names_end|ship names end
str_cant_set_sail|Вы не можете поднять паруса и отплыть. На ваших кораблях нет места для воинов, а точнее для {reg3}.
str_ship_tutorial_0|В данном уроке вы узнаете, как управлять кораблем, что поможет вам в дальнейшем быстрее действовать в быстро развивающихся морских сражениях.^^(Нажмите * K * для продолжения)
str_ship_tutorial_1|В морском сражении управление флагманом осуществляется вручную из тактического режима.^^(Для этого нажмите * backspace *, чтобы получить обзор.)
str_ship_tutorial_2|C помощью мыши вы можете осмотреться вокруг, а также нажатием на клавишу *backspace* вернуться снова на корабль.^^(Нажмите * K * для продолжения)
str_ship_tutorial_3|После входа в тактический режим выбор направления движения определяется стрелками на клавиатуре. Движение корабля реализовано инертным способом (клавиши не требуется удерживать). Однократное нажатие "вверх" приводит к движению корабля вперед, двойное (второе) нажатие "вверх" повышает скорость, "налево" или "направо" заставляет команду поворачивать в соответствующую сторону, "вниз" приводит к медленному движению назад. Скорость также зависит от количества команды на корабле.^^Вся информация о корабле находится в правом верхнем углу экрана. Попробуйте дать разные приказы команде!
str_ship_tutorial_4|После входа в тактический режим выбор направления движения определяется стрелками на клавиатуре. Движение корабля реализовано инертным способом (клавиши не требуется удерживать). Однократное нажатие "вверх" приводит к движению корабля вперед, двойное (второе) нажатие "вверх" повышает скорость, "налево" или "направо" заставляет команду поворачивать в соответствующую сторону, "вниз" приводит к медленному движению назад. Скорость также зависит от количества команды на корабле.^^Вся информация о корабле находится в правом верхнем углу экрана. Попробуйте дать разные приказы команде!^^(Нажмите "K" для продолжения)
str_ship_tutorial_5|Для смены направления движения корабля используйте клавиши стрелки "налево" или "направо".^^Вся информация о корабле и данной команде находится в правом верхнем углу экрана. Попробуйте дать разные приказы команде!
str_ship_tutorial_6|Для смены направления движения корабля используйте клавиши стрелки "налево" или "направо".^^Вся информация о корабле и данной команде находится в правом верхнем углу экрана. Попробуйте дать разные приказы команде!^^(Нажмите * K * для продолжения)
str_ship_tutorial_7|При благоприятном ветре вы можете дать команду клавишей *enter* поднять парус, и этой же клавишей опустить его, если понадобится. Направление ветра относительно вас показывает голубой флажок. Попробуйте дать команду поднять и опустить парус!
str_ship_tutorial_8|При благоприятном ветре вы можете дать команду клавишей *enter* поднять парус, и этой же клавишей опустить его, если понадобится. Направление ветра относительно вас показывает голубой флажок. Попробуйте дать команду поднять и опустить парус!^^(Нажмите * K * для продолжения)
str_ship_tutorial_9|Теперь вам известны все команды управления кораблем. Если вы захотите захватить вражеский корабль, то для этого вам надо будет догнать его, а остальное сделает за вас команда.^^Пока не торопитесь, попрактикуйтесь ловить ветер, и отдавать приказы команде. Когда пожелаете закончить, отправляйтесь на корабле к берегу, туда - откуда вы отплыли!
str_trait_1|Берсерк
str_trait_2|Вдохновитель
str_trait_3|Варвар
str_trait_4|Альтруист
str_s12s15_dominates_its_weaker_neighbor_s16|{s12} {s15} проявляет агрессию по отношению к более слабому соседу {s16}
str_s12s15_acts_to_drive_the_people_of_s16_and_their_like_out_of_the_isles|{s12}{s15} пытается действовать против населения {s16} пытаясь выжить их с Островов!
str_none|нет
str_camp_pillage|Враг в лагере!
str_camp_pillage2|Враги в лагере и они нашли ваш сундук с драгоценностями. Вас ограбили! ^{s4} пенни беследно исчезли.
str_capitan_mode_started|Раунд Исследователь: Осмотрите местность, займите её победите вражеского воина-профессионала. В следующем раунде ваши войска присоединятся к вам.
str_capitan_mode_started2|Боевой раунд. Ведите войска к победе!
str_armamento_pesado|Приобретите тяжелую броню - Обеспечит среднюю и тяжелую пехоту в составе вашего отряда в меню инвентаря.
str_acceso_caballeria|Приобретите лошадей - Обеспечит среднюю и тяжелую кавалерию в составе вашего отряда, в меню инвентаря.
str_buy_tropas|Командующий, выберите вашу армию:
str_nopuedes_comprar|Вы не дворянин или капитан и...^     Вы не можете выбирать войска.
str_numero_hombres|Количество воинов для набора:
str_initial_gold_multiplierboth|Основное золото обеих команд (%):
str_initial_gold_multipliert1|Команда 1 Дополнительное золото для оплаты отряда (%):
str_initial_gold_multipliert2|Команда 2 Дополнительное золото для оплаты отряда (%):
str_choose_a_captain|Выберите класс воинов:
str_lords_battle_explanation|Нажмите Esc для начала игры.^^В этой игре вы сможете выбрать один из двух видов воинов.^^Капитаны и дворяне представляют лидеров армий. Имеют доступ к качественному оружию и армии. Тем, кто хотят быть лидерами следует назначить правителя, чтобы вести их в бой.^^Элитные воины являются самыми престижными войсками армий. Выбирая из возможностей, вы можете быть: знаменосцем, музыкантом, следопытом (исследователем), посыльным и охранником или советником капитана кроме всего остального.
str_your_men_break_off_the_siege_of_s10_to_follow_you|Ваши люди снимают осаду с поселения {s10}, чтобы последовать за вами. 
str_if_you_get_too_far_from_s10_your_siege_will_end|Осада с поселения {s10} будет снята, если вы слишком далеко уйдете от этого места.
str_the_s0_in_s4_has_been_completed|В поселении {s4} построено: {s0}.
str_s5_sends_word_that_your_betrothal_is_ended|{s5} посылает сообщение о том, что помолвка разорвана!
str_you_dont_have_enough_money_to_continue_training_troops_at_s10|У вас не достаточно денег, чтобы продолжить обучение воинов в {s10}.
str_at_s10_has_promoted_reg5_reg6s8_to_s9s6_to_s7|В {s10} получило повышение воинов: {reg5} ({reg6?{s8} до {s9}:{s6} до {s7}}).
str_good_news_our_foragers_found_much_meat|Хорошие новости! Наши фуражиры добыли много мяса.
str_our_foragers_have_returned_after_getting_some_food|Фуражиры вернулись, получив продукты в ближайших деревнях, чем вызвали недовольство местных жителей.
str_bad_news_our_foragers_didnt_find_food_today|Плохие новости! Наши фуражиры ничего не нашли сегодня.
str_very_bad_news_our_foragers_were_attacked|Плохие новости! На наших фуражиров напали разгневанные жители поселения, и мы потеряли где-то около 2 или 4 воинов.
str_your_scouts_are_exploring_enemy_territory|Ваши разведчики исследуют территорию врага.
str_very_bad_news_our_scouts_were_attacked|Плохие новости! На наших разведчиков напали, и мы потеряли где-то около 2 или 4 воинов.
str_you_hear_rumors_of_discontent_among_your_men|Ходят слухи, что среди ваших людей нарастает недовольство. Нужно что-то предпринять, чтобы повысить их боевой дух.
str_i_dont_have_enough_money|У меня нет таких денег.
str_forget_it|Забудьте.
str_you_need_to_improve_your_refuge_first|В первую очередь нужно улучшить убежище.
str_you_have_suffered_a_serious_injury_to_your|Вы получили травму
str_it_will_be_permanent_in_reg1_days|Последствия будут действовать в течении {reg1} дней.
str_it_will_be_cured_in_reg1_days|Травма заживет через {reg1} дней.
str_go_to_the_lords_hall_s1|Посетить зал лорда {s1}.
str_s9_wants_you_to_meet_with_s11|{s9} хочет, чтобы {s11} и вы встретились в их лагере к северу от {s3}. Помогите им, чем можете. Между тем, {s9} будет расследовать предательство Свена Бычьей Шеи.
str_inv_command_class_all|Выбрать всех
str_inv_command_class_0|Пехота: {reg1}
str_inv_command_class_1|Стрелки: {reg1}
str_inv_command_class_2|Кавалерия: {reg1}
str_inv_command_class_deselect|Отменить
str_inv_command_order_charge|Атака
str_inv_command_order_move|Перестроиться в...
str_inv_command_order_use_any|Использовать любое оружие
str_inv_command_order_use_melee|Использовать оружие для ближнего боя
str_inv_command_order_use_ranged|Использовать оружие дальнего боя
str_norse_slave|Лейсинг (Ауксилии)
str_norse_bowman|Гестр (Лучн.)
str_norse_level0_landed|Бонд (Лег.П.)
str_norse_level1_landed|Дренг (3-ий Ранг)
str_norse_level2_landed|Тэн (2-ой Ранг)
str_norse_level3_landed|Херсир (1-ый Ранг)
str_norse_level0_companion|Хирдманн (Защитник Хирды)
str_norse_level1_companion|Реккр (Поддержка Хирды)
str_norse_level2_companion|Хускарл (Передовик Хирды)
str_norse_elitearcher|Хеймтег (Элит. лучн.)
str_briton_slave|Аллт (Ауксилии)
str_briton_bowman|Бвейдд (Лучн.)
str_briton_marksman|Сэтидд (Лучн.)
str_briton_level0_landed|Бонеддур (Лег.П.)
str_briton_level1_landed|Педит (3-ий Ранг)
str_briton_level2_landed|Гурда (2-ой Ранг)
str_briton_level3_landed|Учелур (1-ый Ранг)
str_briton_level0_companion|Кадур (Защитник)
str_briton_level1_companion|Кампивр (Поддержка)
str_briton_level2_companion|Теулу (Передовик)
str_briton_horseman|Мархок (Лег.К.)
str_saxon_slave|Гебур (Ауксилии)
str_saxon_bowman|Шотанд (Лучн.)
str_saxon_level0_landed|Котсетла (Лег.П.)
str_saxon_level1_landed|Гегут (Ср.П. 3-ий Ранг)
str_saxon_level2_landed|Дугут (Тяж.П. 2-ой Ранг)
str_saxon_level3_landed|Тэн (1-ый Ранг)
str_saxon_level0_companion|Генит (Защитник)
str_saxon_level1_companion|Гезит (Поддержка)
str_saxon_level2_companion|Хертверу (Передовик)
str_saxon_horseman|Ридвига (К.)
str_scotch_peasant|Петта (Ауксилии)
str_scotch_bowman|Фуидир (Мет.)
str_scotch_level0_skirmisher|Сайгтёр (Мет.)
str_scotch_level1_skirmisher|Критне (Мет.)
str_scotch_level0_landed|Бахлэх (Лег.П.)
str_scotch_level1_landed|Окхингер (2-ой Ранг)
str_scotch_level2_landed|Дьюберр (1-ый Ранг)
str_scotch_level0_companion|Креч Слуаг (Защитник)
str_scotch_level1_companion|Бруйд (Поддержка)
str_scotch_level2_companion|Гасгид (Передовик)
str_scotch_horseman|Эч Рейд  (Лег. К.)
str_scotch_knight|Тойсех (Вождь)
str_angle_slave|Гебур (Ауксилии)
str_angle_bowman|Шотанд (Лучн.)
str_angle_level0_landed|Котсетла (Лег.П.)
str_angle_level1_landed|Гегут (Ср.П. 3-ий Ранг)
str_angle_level2_landed|Дугут (Тяж.П. 2-ой Ранг)
str_angle_level3_landed|Тэн (1-ый Ранг)
str_angle_level0_companion|Генита (Защитник)
str_angle_level1_companion|Гезит (Поддержка)
str_angle_level2_companion|Хертверу (Передовик)
str_angle_horseman|Ридвига (Лег. К.)
str_irish_slave|Сенхлейт (Ауксилии)
str_irish_bowman|Фер Мидбот (Мет.)
str_irish_level0_skirmisher|Кейхерн (Мет.)
str_irish_level1_skirmisher|Фианайг (Мет.)
str_irish_level0_landed|Ботах (Лег. П.)
str_irish_level1_landed|Окар (3-ий Ранг)
str_irish_level2_landed|Боар (2-ой Ранг)
str_irish_level3_landed|Эир  (1-ый Ранг)
str_irish_level0_companion|Койсиг (Защитник)
str_irish_level1_companion|Кеур (Поддержка)
str_irish_horseman|Мархок (Лег.К.)
str_irish_knight|Дийсбард (Вождь)
str_standard_dragon1|standard dragon1
str_standard_dragon2|standard dragon2
str_standard_dragon3|standard dragon2
str_standard_dragon4|standard dragon4
str_standard_dragon5|standard dragon5
str_standard_dragon6|standard dragon6
str_standard_dragon7|standard dragon7
str_standard_dragon8|standard dragon8
